id,department,title,code,civil,union,hours_min,hours_max,posted,due,pay_min,pay_max,requirements,responsibilities,preferred,type,open
2771,Community Development Department,Community Outreach Worker – Haitian Creole-speaking,X202,FALSE,NA,0,19.5,2022-02-25,2022-03-18,NA,17.19,"Must speak Haitian Creole and English
Cambridge resident strongly preferred
Sincere desire to work with underserved and underrepresented Cambridge communities
Knowledge of, or willingness to learn about, CDD programs, services, and processes
High motivation and good time management skills
Excellent communication and interpersonal skills
Ability to work in a team environment
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.","As the planning agency for the City of Cambridge, the Community Development Department's (CDD) work touches upon all elements of life in the city. While projects vary, our mission unites them all: to foster a livable, sustainable, just, and equitable community for those who live, work, study, and play in Cambridge. We engage and collaborate with community partners, other government agencies, businesses and residents to make Cambridge a desirable place to live, work, learn, play, and innovate. CDD has an immediate need for a part-time community outreach worker to engage with Haitian Creole-speaking communities in Cambridge as part of its new Community Engagement Team. Reporting to the Community Engagement Manager, a Community Outreach Worker is expected to be a highly visible presence in Cambridge neighborhoods, support departmental outreach efforts to reach a diverse community, and encourage community leadership.
Become familiar with resources that CDD provides to Cambridge residents.
Reach out to Haitian Creole-speaking communities in Cambridge and engage them in CDD programs, services, and planning processes.
Encourage Haitian Creole-speaking community members to participate in CDD public events and city planning work. This work may include distributing flyers around the community, posting to social media, attending events, hosting focus groups, visiting local businesses or places of worship, implementing surveys and other engagement opportunities.
Participate in discussions and educate the staff of CDD about outreach strategies for building relationships with Cambridge communities, including Haitian Creole speaking communities
Attend all required meetings and training sessions and complete all assignments
Document all outreach activities and participate as needed in the evaluation of the program.
Support in removing access barriers to CDD resources, programs and planning processes
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.",NA,wage,TRUE
2806,Human Service Programs,"Community School Director- Tobin, Division of Community Schools",M428-707,FALSE,NA,NA,37.5,2022-08-12,NA,63215,77616,"Bachelor's Degree in related field preferred. Minimum of three years' experience developing and implementing programs for children, adults, seniors and families in a community-based setting and supervising staff. Experience in inclusionary programming for children with special needs is strongly desired. Excellent organizational and administrative skills required. Successful experience generating revenue, a strong financial management background, as well as excellent oral and written communication skills. The City of Cambridge's workforce, like the community, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.",NA,NA,salary,TRUE
2676,Human Service Programs,Community School Program Director (8 positions),M310,FALSE,none,NA,37.5,2022-08-12,NA,53224,64994,"Bachelor's degree in related field or a minimum of three years' experience working in an out of school time setting. Experience working with children with special needs desirable and should have a strong interest in working with children from diverse cultural & economic backgrounds. Knowledge of basic computer programs (Excel /Word). The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.",NA,NA,salary,TRUE
2985,Human Service Programs,Coordinated Access Specialist,K125-701,FALSE,NA,NA,37.5,2022-12-20,2023-01-17,57903,67876,"Bachelor's Degree preferred and/or one to three years of experience in homeless or human services required. Strong organizational and administrative skills. Excellent oral and written communications skills. Crisis intervention skills, including the ability to assist clients in challenging situations and to support staff in their ability to provide assistance. Experience coordinating a multi-partner initiative or project. Ability to exercise mature judgment in complex situations. Knowledge of Cambridge and surrounding communities helpful. The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies. ","ESSENTIAL DUTIES AND RESPONSIBILITIES: Reporting to the CCAN Program Manager, the Specialist will serve a key function within the collaborative, multi-agency Cambridge Coordinated Access Network (Cambridge CAN or C-CAN), both directly administering assessments to clients who are homeless or at risk of homelessness and serving on a team of dedicated Cambridge CAN staff working to organize and coordinate assessments, referrals, and communications among stakeholders. The Specialist will be located at the Multi-Service Center, part of the Department of Human Service Programs, and will actively engage in the Department's Race and Equity Initiative.
Direct Service responsibilities:
Administer the Cambridge CAN suite of intake, screening, assessment and referral tools to new clients presenting at the Cambridge Multi-Service Center; enter assessed clients' information into Cambridge's Homeless Management System (HMIS)
Respond to phone inquiries and walk-ins, referring clients to appropriate services and assessment points as needed.
Maintain strong knowledge of relevant homeless-specific and mainstream resources for referral in support of a wide range of client needs.
Supporting data collection, entry and integrity efforts across the Continuum of Care (CoC).
Program coordination responsibilities, to be shared by Coordinated Access Specialists under the direction of the CCAN Program Manager:
Provide technical assistance to Coordinated Access partner agencies on intake, assessment, and prioritization.
Participate in meetings between Cambridge CAN partner agency staff, including a weekly case conference and operational or program evaluation check-ins.
Serve as liaison between Cambridge CAN and relevant provider and community stakeholders, including responding promptly to inquiries by phone and email.
Actively work to improve the level of system access for the full diversity of people, homeless and at risk of homelessness in Cambridge, as well as to promote a low-barrier Housing First orientation that values equity.
Develop and carry out outreach strategies to promote Coordinated Access within the CoC and the wider community, as appropriate.
Work closely with the Director of the Multi-Service Center and the CCAN Program manager to contribute to CoC-wide strategic/planning efforts.
Maintain and manage the set of housing priority lists generated through the C-CAN assessment process.
Manage the Cambridge CAN housing priority pool, including following protocol to refer selected clients to housing vacancies, and responding to agency refusals when necessary.
Other duties as assigned.
Reasonable accommodations will be made to enable qualified individuals with disabilities to perform essential job functions.",NA,salary,TRUE
2968,Human Rights Commission,Director of Operations,M609-701,FALSE,NA,NA,37.5,2022-11-22,2022-12-31,72008,91877,"Education and Experience
Bachelor's degree with at least 3-5 years of experience in project coordination, management, business analysis and/or operations.
Strong community engagement and consensus-building experience, especially involving stakeholders from diverse backgrounds and with diverse interests and opinions; demonstrated ability to relate to the public and co-workers in a positive manner.
Demonstrated commitment to equity, public service, and supporting marginalized communities or populations.
Knowledge, Skills, and Abilities 
Exceptional written, verbal, and editing skills; this includes the ability to communicate complex messages clearly and simply to a highly diverse staff and constituency.
Exceptional attention to detail in all areas.
Demonstrated ability to work independently, set clear work plans and priorities, adapt and problem solve. 
Strong interpersonal skills, with a focus on collaboration and teamwork.
Excellent organizational and administrative skills.
Proficiency in Word, Excel, and PowerPoint. 
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.","Work with Executive Director and other department staff to plan and execute public outreach and engagement events, from original concept to final action/deliverables.? Specific event examples include CHRC's annual Fair Housing Month event, the LGBTQ+ Commission's annual Pride Brunch, and an annual CIRC Welcome Event.
Manage projects and processes that respond to specific community needs or target audiences while maintaining a responsible budget and timeline. Report regularly on project statuses, risks, or issues, and recommend adjustments to current and future projects to improve workflow.
Oversee daily departmental operations and functions, including but not limited to, recordkeeping of departmental fiscal matters, payroll, accounts payable/receivable, and departmental administrative scheduling.
Manage scheduling and logistics for regular department work, including monthly public meetings of the CHRC, CIRC and LGBTQ+ Commissions, and monthly CIRC Legal Screening Clinic. For public meetings, prepare and post agendas and minutes in compliance with Open Meeting Law.
Design program/outreach materials, including flyers and brochures.
Manage City web pages for the CHRC, CIRC, and LGBTQ+ Commission.
Communicate with external partners to define/discuss/document department response to community needs.
Conduct preliminary screening of contacts made with the department for appropriate referral within or outside of the office.
Work as part of a multi-disciplinary team to advance human rights-related work in multiple and evolving ways.
Related duties as assigned.
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.","Experience working in a human rights or civil rights-related field.
Familiarity with project management software such as Smartsheet.
Familiarity with Adobe Acrobat, InDesign, and/or other publishing software.
Knowledge of the Cambridge community.",salary,TRUE
2939,Community Development Department,Economic Development Intern,X202,FALSE,NA,0,19.5,2022-09-28,2022-10-19,NA,17.19,"Education & Experience
Current student pursuing a degree in Public Policy, Urban Planning, or Business Administration. Graduate students are encouraged to apply.
Knowledge, Skills, & Abilities
Interest in economic development, alternative economies, and small business programming.
Interest in community process and engagement
Commitment to supporting the City's economic development goals.
Willingness and ability to travel locally and work occasional evenings or weekends for work-related events, including delivering marketing items door-to-door.
Ability to effectively communicate with the public, one-on-one, and in interdisciplinary groups.
Ability to work well with individuals and groups from diverse backgrounds.
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.
Demonstrated proficiency in Excel, Word, and related Google drive applications
Understanding of Adobe Creative Suite (especially InDesign) for editing and design of marketing materials is a plus
Basic knowledge of GIS software is a plus
Basic knowledge of Salesforce is a plus
Experience creating maps, graphs, and slides for presentations and marketing handouts.
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.",NA,NA,wage,TRUE
2945,Electrical Department,Electrician – 1st shift,C626-002,TRUE,"Teamsters, Local 25",NA,40,2022-12-01,NA,29.85,40.1,"HS Diploma or equivalency. A current and valid Massachusetts Journeyman's Electrician's License. A current and valid Commercial Driver's License Class B, or the ability to obtain one upon hire. Valid Massachusetts Hoisting Engineer License 1B or the ability to obtain licensing within six months. Certification in OSHA 10 Step Safety and Health Training Course, or the ability to obtain certification within six months. The ability to work at heights in excess of 50 feet from an aerial bucket truck.
Desirable Requirements: Experience with fiber cabling and splicing, traffic signal controller operation, fire alarm, security and traffic signal systems, street light installations. Knowledge of Microsoft Office software. ","ESSENTIAL DUTIES AND RESPONSIBILITIES: Under supervision of the Electrician Coordinator, performs the duties of a Licensed Electrician as required by the Mass. Electrical Board of Electricians. Supervises and instructs an Electrician's Helper and/or Trainee, when assigned. Installs and maintains various types of electrical systems and maintains all electrical systems and equipment owned by the City of Cambridge. Specifically, duties and responsibilities include, but are not limited to the following:
Installs, tests, repairs, and maintains electrical circuits, wiring systems, fixtures, appliances, poles, and equipment.
Trouble shoots and repairs faulty electrical wiring, defective electrical equipment, and machinery such as motors, generators, transformers, switches, sockets, etc.
Inspects and tests circuits and fixtures to locate broken wires, loose connections, blown fuses, faulty switches, grounds, shorts, and other defects.
Installs and maintains the municipal fire alarm system, building fire alarm systems and security systems.
Installs and maintains various communications and data network systems.
Maintains the City's street and park lighting, including installation and maintenance of underground conduits, wiring, bases, poles, and fixtures.
Maintains traffic signals, including emergency repairs and ordinary maintenance.
Installs and maintains fiber cable in underground conduits and on overhead poles.
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",NA,wage,TRUE
2946,Electrical Department,Electrician – 2nd shift,C626-112,TRUE,"Teamsters, Local 25",NA,40,2022-12-01,NA,29.85,40.1,"HS Diploma or equivalency. A current and valid Massachusetts Journeyman's Electrician's License. A current and valid Commercial Driver's License Class B, or the ability to obtain one upon hire. Valid Massachusetts Hoisting Engineer License 1B or the ability to obtain licensing within six months. Certification in OSHA 10 Step Safety and Health Training Course, or the ability to obtain certification within six months. The ability to work at heights in excess of 50 feet from an aerial bucket truck.
Desirable Requirements: Experience with fiber cabling and splicing, traffic signal controller operation, fire alarm, security and traffic signal systems, street light installations. Knowledge of Microsoft Office software.","ESSENTIAL DUTIES AND RESPONSIBILITIES: Under supervision of the Electrician Coordinator, performs the duties of a Licensed Electrician as required by the Mass. Electrical Board of Electricians. Supervises and instructs an Electrician's Helper and/or Trainee, when assigned. Installs and maintains various types of electrical systems and maintains all electrical systems and equipment owned by the City of Cambridge. Specifically, duties and responsibilities include, but are not limited to the following:
Installs, tests, repairs, and maintains electrical circuits, wiring systems, fixtures, appliances, poles, and equipment.
Trouble shoots and repairs faulty electrical wiring, defective electrical equipment, and machinery such as motors, generators, transformers, switches, sockets, etc.
Inspects and tests circuits and fixtures to locate broken wires, loose connections, blown fuses, faulty switches, grounds, shorts, and other defects.
Installs and maintains the municipal fire alarm system, building fire alarm systems and security systems.
Installs and maintains various communications and data network systems.
Maintains the City's street and park lighting, including installation and maintenance of underground conduits, wiring, bases, poles, and fixtures.
Maintains traffic signals, including emergency repairs and ordinary maintenance.
Installs and maintains fiber cable in underground conduits and on overhead poles.
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",NA,wage,TRUE
2976,Community Development Department,Energy Engagement Associate Planner,M588-740,FALSE,NA,NA,37.5,2022-12-08,2022-12-29,64545,91137,"Education and Experience
Minimum of four (4) years of related experience and a related Bachelor's degree. An Associate's degree with six (6) years of related experience, a Master's degree with two (2) years of experience, or 8 years of experience in a professional capacity as a community organizer will also be considered.
Knowledge, Skills & Abilities
Engage meaningfully with diverse stakeholders
Perform grassroots community outreach and/or community based social marketing
Strong knowledge of energy efficiency and renewable energy, including technologies and incentives
Proactively lead multiple projects simultaneously
Positive, professional attitude and capacity to adapt quickly
Manage peer-level partner organizations and intern-level staff
Communicate complex ideas simply in writing and speaking
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.
Knowledge of Massachusetts climate policy and programs, including Mass Save
Proficiency in one or more other languages, such as Spanish, Amharic, Bangla, Portuguese, Haitian-Creole, and Arabic
Ability to supervise intern-level staff, as needed to accomplish CEA's goals","Primary responsibilities will be in four main areas, plus related tasks as assigned:
Program Coordination
CEA has over ten programs and services to help our community increase building energy efficiency; understand and lower utility bills; reduce building fossil fuel use; and increase the use of renewable energy. These programs are supported by many outside service providers. The Energy Engagement Associate Planner will be responsible for managing and coordinating the services and activities of the outside organizations that serve our programs and reporting on the impact of their work. The incumbent will also oversee an energy efficient equipment grant program for businesses and affordable housing affected by COVID using federal ARPA funds.
Community Outreach
The primary mission of CEA is to equitably engage the community through robust outreach to make homes and businesses more energy efficient and use renewable energy to reduce their climate change impacts. Target stakeholders include low-and-moderate income residents, and language-isolated, environmental justice, and underserved communities. Community engagement tasks include outreach, community events and education in collaboration with community organizations, other City departments, and the CDD Community Engagement Team and Climate Leaders program.
Communications and Marketing
Engaging the wide-ranging community stakeholders in CEA's programs and climate change mitigation efforts involves producing robust, continuous, and evolving communication materials and using extensive communication channels for diverse audiences. Communication and marketing tasks supported by external partners and the CDD Communications team include making and implementing outreach materials, managing CEA website content, and providing Energy Advising services to residents and small businesses.
Intern Management
CEA's programs can be supported by a CDD intern and outside fellowship and training program interns. The incumbent may hire, train, and supervise a part-time CDD intern throughout the year as needed to achieve CEA's goals or support grant administration needs.
Reasonable accommodations may be made to enable individuals with disabilities to perform essentials functions.",NA,salary,TRUE
2569,Human Service Programs,"ESOL Teachers for Adult Education Classes (ESOL Literacy through Intermediate ESOL), Part-Time, Community Learning Center (CLC)",K035,FALSE,NA,5,19.5,2022-03-29,NA,NA,30.07,"One year of experience teaching ESOL
Knowledge of methods and materials used in ESOL instruction
Sensitivity to the needs of the adult learner population
Bachelor's degree or equivalent combination of education, training and experience
A commitment to racial equity and a desire to understand and interrupt systemic racism and other forms of oppression
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.","The Community Learning Center (CLC) empowers a diverse community of adult learners to transform their lives and realize their potential through education, skills development, and community participation. Students are predominantly low-income Cambridge residents, and come from a variety of ethnic, linguistic, and racial backgrounds, and are currently enrolled in English or Adult Basic Education or training.
We are looking for ESOL Teachers who will:
Dynamically teach ESOL classes to adult learners, whether in person, hybrid, or online, depending on current conditions 
Provide scaffolded, explicit instruction, practice, and assessment in reading, writing, speaking, and listening to help students achieve college, career, and personal goals 
Work as a team with other teachers and staff to develop materials, lessons, and share best practices
Engage in ongoing professional development to continually improve our services 
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.","You will possess many, though perhaps not all, of the following characteristics and qualifications:
Experience teaching adults in a community-based setting
Experience with remote instruction, digital literacy, and distance learning
A passion for collaboration, problem-solving, and learning new things 
BEST Plus and/or TABE CLAS-E certification
Background in special education or teaching reading
Availability to teach two evenings per week, from 6:15 to 9:15pm.",wage,TRUE
2954,City Manager's Office,Executive Assistant to the City Manager,M070-701,FALSE,NA,NA,37.5,2022-11-01,2022-11-15,84540,99824,"Five (5) years of progressively responsible administrative and office management experience.
Knowledge, Skills, and Abilities
Strong interpersonal and customer service skills.
Strong written and verbal communication skills.
Exceptional organizational skills. Able to work independently, manage competing priorities in a busy work environment under tight deadlines.
Proficiency with a variety of computer software typical to professional office environment.
Flexible and responsive approach to changing workplace demands and business needs.
Demonstrates sound decision-making and problem-solving abilities.
Deep sense of humility, curiosity, and learning orientation.
High ethical standards and personal integrity
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.
Knowledge of Cambridge preferred.",NA,NA,salary,TRUE
2921,License Commission,Executive Officer (revised),M082-701,FALSE,NA,NA,37.5,2022-10-26,2022-12-02,79108,93970,"Legal background/education, or legal work experience of at least 2 years required.
Must have extensive knowledge of general office procedures and supervisory experience (at least 3 years).
Excellent interpersonal skills, able to mediate and diffuse situations, and to effectively and professionally communicate orally and in writing.
Ability to work individually or collaboratively with limited direct supervision and in an effective, timely and professional manner.
Must be highly motivated, reliable, and possess a positive, enthusiastic, professional attitude and outlook.
Must be able to be trained to use equipment necessary, including but not limited to data collection software, to perform duties.
Ability to do research and comprehend various codes, laws, rules, and regulations.
Quick learner, excellent organizational skills, diligent follow-up, record-keeping, and attention to detail.
Must be able to use and be comfortable with using word processors, tablets, and other electronic devices.
Must have knowledge of Microsoft Office, Windows.
Must be computer literate as all work is done online including use of web based permitting systems.
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.","ESSENTIAL DUTIES AND RESPONSIBILITIES: Core responsibilities of this position include, but are not limited to, the following:
Interacts daily with the public and other City employees and departments.
Assists any person with questions as to the License Commission's procedures including but not limited to application procedure for any matter related to the department's business or the Board or P&C processes.
Communicates with hearing witnesses, licensees, license applicants and lawyers, along or with others present, for the purpose of transmitting such communications to the Board or P&C.
Responsible for answering all calls, emails, correspondence, or verbal inquiries assigned by the Chair of License Commission and their designees.
Processes new and renewal applications, keeps, creates, and maintains files, processes and tracks fees and fines, and processes background checks. Assists the staff with any task that is necessary and responds to their inquiries.
Enters data, retrieves data, creates/run reports from data in various databases.
Accounts and maintains accurate records of all applications, permits, fines and payments.
Acts as Keeper of Records, maintains all records of the Department, Board and P&C, and responds in coordination with and under the direction of the City's Public Records Access Officer to all public information requests including but not limited to collecting all data and documents necessary for the response. 
Attends, conducts, and assists at public hearings/meetings, drafts reports, decisions, opinions, minutes, agendas, notices, correspondence, and related assignments provided by the Chair or its designees.
Supervises or sets up of hearings, publication of notice in local papers and notice to abutters. Conducts research and advises or provides input to the Board and P&C on the issuance or denial of applications, including but not limited to whether applications are in compliance with procedures, policies, rules, and regulations.
Assists in the drafting or preparation of affidavits and court pleadings and appears as key witness on behalf of and representative of the Board and P&C in court, Alcoholic Beverages Control Commission or any other public or administrative body in conjunction and cooperation with the City Solicitor's Office.
Gathers information and provides input to the Chair on personnel matters.
Reviews staff's work, trains and/or recommends staff for training, and issues discipline when necessary and at the direction of the Chair, or in its stead when the Chair has designated as such.
Coordinates with police, fire and other departments, the courts and other agencies related to the enforcement of licensing laws. 
Prepares instructional material for community groups, licensees, and the public generally.
Performs related duties as assigned.
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.","JD degree preferred.
Municipal licensing experience highly preferred.",salary,TRUE
2758,Human Service Programs,"Facility Coordinator, Division of Recreation",X890,FALSE,NA,8,19.5,2022-02-10,NA,21,23,"Candidates must have a Certified Pool Operators License or obtain within 6 months of hire. Must have demonstrated facility management and staff supervisory experience. Current American Red Cross Certificates in Lifeguarding and CPR/FPR and Water Safety Instructor certificate preferred. The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.","The Facilities Coordinator works as part of the team responsible for the smooth operation of the War Memorial Recreation Center, a facility that includes: two pools, a weight room, and a large gymnasium/field house. Under the direction of the War Memorial Manager, the position will:
Ensure a safe and welcoming environment for patrons
Supervise all pool staff and front desk operations, including management of point-of-sale transactions
Oversee pool maintenance and respond to pool & facility emergencies
Prepare weekly manager's report and collect staff timesheets
Other duties as necessary
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",NA,wage,TRUE
2623,Human Service Programs,"Family Support Worker, Baby University",A806-701,FALSE,NA,NA,19.5,2021-08-31,NA,22.38,29.979999999999997,"Bachelor's degree in child development or equivalent combination of education, training, and experience
Excellent organizational skills
Strong oral and written communication skills
Strong computer skills in Microsoft Word, PowerPoint, and Excel
Minimum of three years' experience working with diverse populations of young children and families required
Strong experience with group facilitation
Experience with family support, parent education, early childhood education and community outreach
Familiarity with family support principles and early education preferred
The City of Cambridge's workforce, like the community it serves, is diverse.Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.","Baby University (Baby U) is an intensive family support program of the Center for Families. It serves Cambridge families with at least one child under the age of 4, with priority given to families living in public or subsidized housing. Through a strengths-based, racial equity lens, Baby U supports families by providing evidence-based parent education, access to local resources and supports, and opportunities to develop community. Parents who complete the program are invited to join the Baby U Alumni Association. The Association offers workshops, discussion groups, family fun events, and one on one services that provide ongoing support and maintain connections between staff and families until their youngest child successfully completes Kindergarten.
The Center for Families values diverse, flexible, creative teamwork-oriented staff members who are committed to serving all families, especially those traditionally under-served. The Department of Human Service Programs is committed to the elimination of racism within our department.
Recruitment
With other staff, create, distribute recruitment, and outreach material and recruit families to attend Core Program. Attend outreach events, including housing development door to doors in service areas as needed. With other staff maintain up to date and accurate recruitment binder and assist with recruitment data entry.
With other staff, create and organize recruitment spreadsheets for tracking.
Schedule home visits with interested families to introduce them to the program and to formally sign-up for the program. Confirm enrollment with families.
 Core and Alumni Program
Provide input into the development of workshop and playgroup curricula for the Core Program. Attend trainings to learn and prepare curriculum materials.
Facilitate, with other Baby U staff, 15 Saturday parent education workshops and playgroups during the Core Program. Co-plan and facilitate Graduation ceremony
Conduct home visits to Core Program and Alumni Association families. Complete and submit home visit notes weekly. Complete family summary report for each Core Program family yearly. Participate in weekly team and consultation meetings and provide ongoing regular updates to the Baby U Family Services Coordinator on all families experiencing crisis.
In collaboration with other Baby U staff, plan and facilitate Baby U Alumni Association events including Parent Advisory group.
Become familiar with available community resources for children and families.
Act as Liaison to specific community resources.
With Baby U Program Coordinator, oversee evaluation process including data collection, data entry and analysis.
In collaboration with the finance committee process program grants.
Provide oversight and assist with upkeep and maintenance of Baby U shared drive.
Complete administrative duties as necessary.
Complete all other duties that may be necessary.
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",NA,wage,TRUE
2958,Community Development Department,Federal Grant Programs Specialist,X269,FALSE,NA,0,19.5,2022-11-03,2022-11-28,33,42,"Experience & Education:
Experience managing, monitoring and/or evaluating federal grant programs
Bachelor s degree from an appropriately accredited institution and four (4) years of experience in the program related to the area of assignment, OR an equivalent combination of education and experience.
Preferred Experience
Knowledge of and/or experience working with the HOPWA program or housing programs for individuals living with or affected by HIV
Strong familiarity with homeless service systems and the various types of local, state, and federal funding sources for housing and homeless services.
Knowledge, Skills & Abilities:
Financial management skills including development and review of program budgets
Ability to collect, manage and analyze data, reason logically and draw valid conclusions
Well organized and attentive to detail; able to work with accuracy under time restraints.
Proficiency in personal computer skills such as Microsoft Office Suite.
Proven ability to manage shifting priorities and multiple projects.
Able to read and interpret HUD and other pertinent federal regulations and effectively disseminate related information.
Excellent written and verbal communication skills.
Ability to interact effectively and coordinate efforts with diverse groups of internal and external stakeholders.
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.","Specific duties include but are not limited to the following:
Working with the grant management team to develop and implement short and long-term comprehensive monitoring strategies for federal grant programs/projects administered by CDD
Monitoring programmatic and fiscal performance of grants, through reports and site visits; submitting required reports to the Federal Grants Manager and Federal Grants Planner.
Assist grants team with preparation of the Annual Action and CAPER reports and other grant administration documents
Reviewing HOPWA sub recipient contracts and budgets; processing payment requests from sub recipients; and ensuring sub recipients are in compliance with contracts
Maintaining regular, ongoing communication with HOPWA sub recipients and responding to inquiries within a required timeframe; and training the sub recipients in the use of tools
Assisting with creating and maintaining policies, procedures, and monitoring tools for the HOPWA program; compiling data on HOPWA services, expenditures, and utilization, and evaluating the overall HOPWA program
Participate in the Annual HIV Statewide meetings, provide HOPWA program updates and training as needed
Perform other duties as maybe assigned by the Federal Grants Manager
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.",NA,wage,TRUE
2923,Community Development Department,Federal Grant Records Intern,X202,FALSE,NA,16,19,2022-09-06,2022-09-27,NA,17.19,"Bachelor's and/or master's coursework in grants management, government, operations/document management, and/or library science or related field.
Knowledge of records management and/or document management methodologies.
Ability to create, innovate, and develop new filing systems; knowledge of filing systems; attention to detail and patience to file correctly.
Experience using Microsoft Office including Excel, PowerPoint, Outlook, Word, SharePoint, Teams, and/or Smartsheet.
Ability to work independently in an organized, efficient manner and juggle multiple projects.
Ability to research and learn new technical skills independently.
Excellent oral and written communication skills.
The City of Cambridge's workforce, like the community it serves, is diverse; applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.","Make federal grants records easy to access by standardizing filing classification schemes, including labelling, developing a registry/inventory of the records, and updating and digitizing existing paper files.
Research regulatory requirements and recommend effective records retention and disposition schedules; maintain records as approved by the Federal Grants Manager.
Create instructions that align with the life cycle of information and records created by the federal grant programs. 
Coordinate with Federal Grants Manager to develop organized filing systems and databases for files/documents that can easily be traced, disposed of, and appropriately preserved if records have permanent value. 
Work with Federal Grants Manager to retire inactive physical records and ensure appropriate disposal of no longer needed records. 
Perform other duties as assigned by the Federal Grants Manager.
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.",NA,wage,TRUE
